run_id,case_id,jurisdiction,specialty,malpractice_type,liability_code,llm_name,score_0_2,risk_flag,defendant_action,expected_action,missing_criteria_count,met_criteria_count,reasoning_quality_score,started_at,ended_at,feedback,recommendation_length,questions_asked,score_valid,deferral_reason,gpt4o_score,claude_score,grok_score,gpt5_score,majority_score,mean_score,primary_score,flesch_kincaid_grade,smog_index,transformer_readability_score,transformer_model_name,lexical_overlap_adjacent,lexical_overlap_global,pronoun_density,semantic_coherence_local,semantic_coherence_global
56263fac-4cb1-4fb4-8673-a9059315fbfd,courtliste-10750826-virginia-dodson-stephens-v-metropolitan-gove,US,Neonatology/Pediatrics,care_management_error,2,openai/gpt-4o-mini,0,True,Assessment was delayed and not conducted before injury,Assessment should have been conducted immediately,5,1,0.75,2026-02-01T08:32:32.194586,2026-02-01T08:32:46.385948,"**Would likely not avoid malpractice finding.** Important clinical considerations identified by the court were not addressed.

**Addressed (court-endorsed):**
- IEP meeting would have ensured appropriate support...

**Missing (per court standard):**
- Assessment should have been conducted immediately...
- Assessment would have identified need for safety measures...
- Conduct behavioral intervention assessment immediately...

**Clinical reasoning strengths:** evidence integration, appropriate uncertainty, urgency recognition",1391,10,True,,0,2,0,1,2,1.0,0,,,,,,,,,
fa317560-1e9f-4014-8d52-792e3db484d5,courtlistener-5287759,US,Obstetrics/Gynecology,diagnosis_delay_or_error,2,openai/gpt-4o,0,True,Defendant failed to properly manage shoulder dystocia,Perform McRoberts maneuver and apply suprapubic pressure,2,0,0.5,2026-01-20T12:21:23.821041,2026-01-20T12:24:56.269240,"**Would likely not avoid malpractice finding.** Important clinical considerations identified by the court were not addressed.

**Missing (per court standard):**
- Perform McRoberts maneuver and apply suprapubic pressure...
- Standard maneuvers should have been performed...

**Clinical reasoning strengths:** differential diagnosis, evidence integration",894,8,True,,0,0,0,0,0,0.0,0,,,,,,,,,
a2f87d34-569c-46ab-ad73-0b01198f09f8,courtliste-10750826-virginia-dodson-stephens-v-metropolitan-gove,US,Neonatology/Pediatrics,diagnosis_delay_or_error,1,openrouter/mistralai/mistral-large,1,False,Assessment was delayed and not conducted before injury,Assessment should have been conducted immediately,4,2,0.75,2026-02-01T08:33:17.210558,2026-02-01T08:33:30.356089,"**Partially defensible.** Some court-endorsed elements were addressed, but key issues identified in the judgment were missed.

**Addressed (court-endorsed):**
- Assessment should have been conducted immediately...
- Assessment would have identified need for safety measures...

**Missing (per court standard):**
- Conduct behavioral intervention assessment immediately...
- IEP meeting should have been scheduled immediately...
- IEP meeting would have ensured appropriate support...

**Clinical reasoning strengths:** differential diagnosis, evidence integration, urgency recognition",1179,10,True,,1,2,2,0,2,1.333,0,,,,,,,,,
8b9d30a9-7e9d-4452-a54d-cf5dbadb7f48,courtlistener-10601350,US,Informed Consent Issues,diagnosis_delay_or_error,0,openrouter/qwen/qwen3-30b-a3b,2,False,Defendant did not counsel on specific complications,Specific complications should have been discussed,2,1,0.5,2026-02-01T18:04:05.357211,2026-02-01T18:23:08.447112,"**Legally defensible response.** You addressed the key clinical issues that the court identified as standard of care.

**Addressed (court-endorsed):**
- Specific complications should have been discussed...

**Missing (per court standard):**
- Specific risks and alternatives should have been discussed...
- Discuss specific complications and alternatives...

**Clinical reasoning strengths:** differential diagnosis, evidence integration",1177,10,True,,2,2,2,0,2,1.333,1,,,,,,,,,
a16565b7-1b89-4705-81ea-721c24621492,courtlistener-10274768,US,Obstetrics/Gynecology,other,2,openrouter/deepseek/deepseek-r1,0,True,Defendant proceeded with vacuum delivery,Cesarean section should have been considered,3,0,0.5,2026-02-01T09:44:28.909621,2026-02-01T09:48:18.628989,"**Would likely not avoid malpractice finding.** Important clinical considerations identified by the court were not addressed.

**Missing (per court standard):**
- Cesarean section should have been considered...
- Cesarean section could have minimized risk...
- Consider cesarean section...

**Clinical reasoning strengths:** evidence integration, urgency recognition",1090,10,True,,0,0,0,0,0,0.0,0,,,,,,,,,
4c53dac0-2374-47d7-9aec-c381b9b6015b,courtlistener-10603711,US,Cardiology,surgical_technique_error,2,openrouter/anthropic/claude-3.5-haiku,0,True,Defendant proceeded with cardiac catheterization only,Triple Rule Out protocol should have been implemented,3,0,0.5,2026-02-01T08:40:41.455350,2026-02-01T08:40:53.842163,"**Would likely not avoid malpractice finding.** Important clinical considerations identified by the court were not addressed.

**Missing (per court standard):**
- Triple Rule Out protocol should have been implemented...
- Triple Rule Out protocol should have been used to rule out pulmonary embolism...
- Implement Triple Rule Out protocol including CT angiogram...

**Clinical reasoning strengths:** evidence integration, urgency recognition",579,4,True,,0,2,2,1,2,1.667,0,,,,,,,,,
a84f01ba-164c-44df-bee3-6ed1e0d5d5a9,courtlistener-10709858,US,Neonatology/Pediatrics,treatment_timing_error,2,openrouter/x-ai/grok-4.1-fast,0,True,Defendant delayed seeking medical care,Immediate medical attention should have been sought,3,0,0.5,2026-01-18T14:53:27.171254,2026-01-18T14:54:48.129785,"**Would likely not avoid malpractice finding.** Important clinical considerations identified by the court were not addressed.

**Missing (per court standard):**
- Immediate medical attention should have been sought...
- Immediate transfer to trauma center...
- Immediate transfer to a trauma center...

**Clinical reasoning strengths:** appropriate uncertainty, urgency recognition",753,10,True,,0,2,2,2,2,2.0,0,,,,,,,,,
bf0bb781-4037-4d0d-85a4-e5687d51040d,courtlistener-10686238,US,Toxicology/Substance,diagnosis_delay_or_error,2,openrouter/google/gemini-3-pro-preview,0,True,Defendant administered through small vein in hand,Dilantin should have been administered through a large vein,2,0,0.75,2026-01-20T11:26:44.250589,2026-01-20T11:29:22.830204,"**Would likely not avoid malpractice finding.** Important clinical considerations identified by the court were not addressed.

**Missing (per court standard):**
- Dilantin should have been administered through a large vein...
- Administer through large vein in neck...

**Clinical reasoning strengths:** differential diagnosis, evidence integration, urgency recognition",1548,10,True,,0,0,0,0,0,0.0,0,,,,,,,,,
23f74838-08cc-413c-a6b6-e9e240da62d8,bailii-qb-2021-402-html,UK,Obstetrics/Gynecology,diagnosis_delay_or_error,2,openrouter/qwen/qwen3-30b-a3b,0,True,Delayed delivery,Timely delivery should have been performed,2,0,0.75,2026-02-01T17:13:07.430997,2026-02-01T17:14:38.172214,"**Would likely not avoid malpractice finding.** Important clinical considerations identified by the court were not addressed.

**Missing (per court standard):**
- Timely delivery should have been performed...
- Timely delivery to prevent hypoxia...

**Clinical reasoning strengths:** differential diagnosis, evidence integration, appropriate uncertainty",1445,10,True,,0,0,0,0,0,0.0,0,,,,,,,,,
b78f4d2c-e55e-40b1-a5f9-c454c3505e99,courtlistener-10629376,US,Orthopedics,test_selection_error,0,openai/gpt-4o,2,False,Defendant recast the ankle and discharged the patient,Blood cultures and imaging should have been ordered,0,6,0.75,2026-01-21T17:14:31.384334,2026-01-21T17:15:37.260804,"**Legally defensible response.** You addressed the key clinical issues that the court identified as standard of care.

**Addressed (court-endorsed):**
- Blood cultures and imaging should have been ordered...
- Further testing could have identified infection early...
- Order blood cultures and imaging...

**Clinical reasoning strengths:** evidence integration, appropriate uncertainty, urgency recognition",609,7,True,,2,2,2,2,2,2.0,2,,,,,,,,,
d0090821-ad5c-4b19-af79-5bf57853b10f,nzlii-nzhpdt-2016-760-html,NZ,Obstetrics/Gynecology,other,0,openrouter/deepseek/deepseek-r1,2,False,Anaesthetist continued with current anaesthetic plan,Additional anaesthesia should have been administered,0,3,0.5,2026-02-01T10:54:52.799118,2026-02-01T10:58:21.709954,"**Legally defensible response.** You addressed the key clinical issues that the court identified as standard of care.

**Addressed (court-endorsed):**
- Additional anaesthesia should have been administered...
- Additional anaesthesia or analgesia should have been considered...
- Administer additional anaesthesia or analgesia...

**Clinical reasoning strengths:** evidence integration, urgency recognition",1464,10,True,,2,2,2,2,2,2.0,2,,,,,,,,,
4034ac88-9297-4e82-9e62-61dd1a17821e,bailii-qb-2022-488-html,UK,General Surgery,other,0,openai/gpt-4o-mini,2,False,Defendant continued with oral antibiotics and observation,Immediate surgical intervention was necessary,0,2,0.75,2026-02-01T08:29:20.235326,2026-02-01T08:29:32.205967,"**Legally defensible response.** You addressed the key clinical issues that the court identified as standard of care.

**Addressed (court-endorsed):**
- Immediate surgical intervention was necessary...
- Immediate surgical washout and debridement...

**Clinical reasoning strengths:** evidence integration, appropriate uncertainty, urgency recognition",1223,10,True,,2,0,2,0,0,0.667,2,,,,,,,,,
ff31e7da-e4bd-4a8b-bec4-8a32f402d369,courtlistener-4895984,US,Radiology,test_selection_error,2,openrouter/meta-llama/llama-4-scout,0,True,Defendant ordered venous duplex ultrasound only,Arterial duplex scan should have been ordered,3,0,0.75,2026-02-01T08:36:57.890565,2026-02-01T08:37:11.814685,"**Would likely not avoid malpractice finding.** Important clinical considerations identified by the court were not addressed.

**Missing (per court standard):**
- Arterial duplex scan should have been ordered...
- Arterial duplex scan would have identified occlusion...
- Order arterial duplex scan...

**Clinical reasoning strengths:** differential diagnosis, evidence integration, appropriate uncertainty",1088,10,True,,0,0,0,0,0,0.0,0,,,,,,,,,
d1a5d632-cb00-480c-b414-b3b059a70319,courtliste-10740284-kelley-v-horton,US,Oncology,test_selection_error,0,openrouter/anthropic/claude-sonnet-4,2,False,Defendant ordered MRI without contrast,MRI with contrast should have been ordered,0,3,0.75,2026-01-20T10:07:53.474342,2026-01-20T10:10:28.677410,"**Legally defensible response.** You addressed the key clinical issues that the court identified as standard of care.

**Addressed (court-endorsed):**
- MRI with contrast should have been ordered...
- MRI with contrast could have identified the tumor earlier...
- Order MRI brain with contrast...

**Clinical reasoning strengths:** differential diagnosis, evidence integration, urgency recognition",1573,10,True,,2,2,2,2,2,2.0,2,,,,,,,,,
97215fe7-ac7c-4378-a753-2cf4f2e7cf73,courtlistener-10347801,US,Emergency Medicine,diagnosis_delay_or_error,2,openrouter/meta-llama/llama-4-maverick,0,True,Defendant used sequential compression devices only,Anticoagulation medication should have been administered,6,0,0.75,2026-01-18T12:52:05.171330,2026-01-18T12:52:16.973550,"**Would likely not avoid malpractice finding.** Important clinical considerations identified by the court were not addressed.

**Missing (per court standard):**
- Anticoagulation medication should have been administered...
- Anticoagulation should have been administered to prevent VTE...
- Administer anticoagulation medication...

**Clinical reasoning strengths:** evidence integration, appropriate uncertainty, urgency recognition",1362,10,True,,0,0,2,0,0,0.667,0,,,,,,,,,
ecd692a6-4a4a-4c5b-8fb9-b3bb640e002b,bailii-qb-2020-91-html,UK,Obstetrics/Gynecology,surgical_technique_error,0,openrouter/meta-llama/llama-4-scout,2,False,Defendant chose to continue monitoring,Caesarean section should have been performed,0,3,0.75,2026-02-01T08:25:09.365954,2026-02-01T08:25:24.578310,"**Legally defensible response.** You addressed the key clinical issues that the court identified as standard of care.

**Addressed (court-endorsed):**
- Caesarean section should have been performed...
- Caesarean section should have been performed at 4:10 am...
- Proceed with emergency caesarean section...

**Clinical reasoning strengths:** evidence integration, appropriate uncertainty, urgency recognition",1325,10,True,,2,0,0,0,0,0.0,2,,,,,,,,,
53b68921-3513-43f3-b227-dac2bbd70ac8,courtlistener-10626730,US,Obstetrics/Gynecology,treatment_timing_error,2,openrouter/meta-llama/llama-4-scout,0,True,Defendant chose continuous fetal monitoring,Immediate C-section should have been performed,3,0,1.0,2026-02-01T10:29:22.299441,2026-02-01T10:30:06.497822,"**Would likely not avoid malpractice finding.** Important clinical considerations identified by the court were not addressed.

**Missing (per court standard):**
- Immediate C-section should have been performed...
- Immediate C-section to prevent complications...
- Immediate delivery via C-section...

**Clinical reasoning strengths:** differential diagnosis, evidence integration, appropriate uncertainty, urgency recognition",821,10,True,,0,0,0,0,0,0.0,0,,,,,,,,,
5755d32f-2b4f-4bc6-99ee-2ac4b367e5ce,courtlistener-9400409,US,Emergency Medicine,treatment_timing_error,0,openai/gpt-5.2-concise,2,False,Surgery was delayed due to patient's refusal of care,Immediate surgical intervention should have been pursued,0,3,0.75,2026-02-04T09:34:15.653989,2026-02-04T09:39:28.382715,"**Legally defensible response.** You addressed the key clinical issues that the court identified as standard of care.

**Addressed (court-endorsed):**
- Immediate surgical intervention should have been pursued...
- Immediate intervention to prevent complications...
- Proceed with immediate surgical intervention...

**Clinical reasoning strengths:** evidence integration, appropriate uncertainty, urgency recognition",1390,10,True,,2,2,2,2,2,2.0,,,,,,,,,,
05914cc7-022f-4c40-ae76-02ffc2e59627,courtlistener-10700790,US,Infectious Disease,diagnosis_delay_or_error,0,openai/gpt-5.2,2,False,No immediate action taken,Initiate treatment for bedsores and monitor for sepsis,0,2,1.0,2026-01-20T11:08:57.862494,2026-01-20T11:12:23.735510,"**Legally defensible response.** You addressed the key clinical issues that the court identified as standard of care.

**Addressed (court-endorsed):**
- Initiate treatment for bedsores and monitor for sepsis...
- Immediate treatment and monitoring...

**Clinical reasoning strengths:** differential diagnosis, evidence integration, appropriate uncertainty, urgency recognition",3767,10,True,,2,2,2,2,2,2.0,2,,,,,,,,,
547a2652-08a0-4459-b6b3-7bacedb66b65,courtlistener-7441217,US,Orthopedics,other,2,openrouter/google/gemini-3-pro-preview,0,True,Defendant used compounded MPA from NECC,Use of FDA-approved steroid was expected,3,0,0.75,2026-01-20T12:23:41.481313,2026-01-20T12:29:38.161438,"**Would likely not avoid malpractice finding.** Important clinical considerations identified by the court were not addressed.

**Missing (per court standard):**
- Use of FDA-approved steroid was expected...
- FDA-approved drugs should have been used...
- Use FDA-approved steroid...

**Clinical reasoning strengths:** evidence integration, appropriate uncertainty, urgency recognition",1453,10,True,,0,0,0,0,0,0.0,0,,,,,,,,,
440fb9f7-8d0f-4bcd-8e1e-79836bf733c7,bailii-qb-2022-854-html,UK,Orthopedics,test_selection_error,2,openrouter/deepseek/deepseek-r1,0,True,Defendant relied on patient and family reports,Functional capacity evaluation should have been conducted,3,0,1.0,2026-02-01T09:30:20.526114,2026-02-01T09:35:24.442296,"**Would likely not avoid malpractice finding.** Important clinical considerations identified by the court were not addressed.

**Missing (per court standard):**
- Functional capacity evaluation should have been conducted...
- Functional capacity evaluation would have provided objective data...
- Conduct functional capacity evaluation...

**Clinical reasoning strengths:** differential diagnosis, evidence integration, appropriate uncertainty, urgency recognition",2144,10,True,,0,0,0,0,0,0.0,0,,,,,,,,,
a961d338-c4b1-4192-b4b0-cfae8b8e0d14,courtlistener-10626730,US,Obstetrics/Gynecology,treatment_timing_error,0,openrouter/meta-llama/llama-4-scout,2,False,Defendant chose continuous fetal monitoring,Immediate C-section should have been performed,1,2,1.0,2026-02-01T08:34:22.677307,2026-02-01T08:34:32.176451,"**Note:** AI in diagnostic workup phase; case required immediate action recognition

**Legally defensible response.** You addressed the key clinical issues that the court identified as standard of care.

**Addressed (court-endorsed):**
- Immediate C-section to prevent complications...
- Immediate delivery via C-section...

**Missing (per court standard):**
- Immediate C-section should have been performed...

**Clinical reasoning strengths:** differential diagnosis, evidence integration, appropriate uncertainty, urgency recognition",776,10,False,AI in diagnostic workup phase; case required immediate action recognition,2,0,0,0,0,0.0,0,,,,,,,,,
732765b1-0815-49d8-ba68-0f0be4502a75,courtlistener-10070741,US,Obstetrics/Gynecology,diagnosis_delay_or_error,2,openrouter/meta-llama/llama-4-scout,0,True,Defendant proceeded with laparoscopy and D&C,Monitor and repeat imaging should have been done,3,0,1.0,2026-02-01T08:32:57.662027,2026-02-01T08:33:07.006461,"**Would likely not avoid malpractice finding.** Important clinical considerations identified by the court were not addressed.

**Missing (per court standard):**
- Monitor and repeat imaging should have been done...
- Monitoring and repeat imaging to confirm diagnosis...
- Monitor beta HCG levels and repeat imaging...

**Clinical reasoning strengths:** differential diagnosis, evidence integration, appropriate uncertainty, urgency recognition",799,10,True,,0,2,2,0,2,1.333,0,,,,,,,,,
5d8ab8d6-a785-4e07-8e44-6192bf714e02,courtlistener-10070741,US,Obstetrics/Gynecology,diagnosis_delay_or_error,2,openrouter/google/gemini-2.0-flash-001,0,True,Defendant proceeded with laparoscopy and D&C,Monitor and repeat imaging should have been done,3,0,0.0,2026-02-01T08:57:38.898969,2026-02-01T08:57:46.169324,"**Would likely not avoid malpractice finding.** Important clinical considerations identified by the court were not addressed.

**Missing (per court standard):**
- Monitor and repeat imaging should have been done...
- Monitoring and repeat imaging to confirm diagnosis...
- Monitor beta HCG levels and repeat imaging...

**Reasoning note:** Consider explicitly discussing differential diagnosis and acknowledging clinical uncertainty.",196,10,True,,0,0,0,0,0,0.0,0,,,,,,,,,
113e4b38-0df8-49ff-95c3-7fe405490191,bailii-2016-ewhc-407-qb,UK,Emergency Medicine,test_selection_error,2,openai/gpt-4o,0,True,CT brain scan was delayed until 1.12 pm,CT brain scan should have been performed immediately after stabilization,6,0,1.0,2026-01-21T20:25:08.127858,2026-01-21T20:26:32.093168,"**Would likely not avoid malpractice finding.** Important clinical considerations identified by the court were not addressed.

**Missing (per court standard):**
- CT brain scan should have been performed immediately after stabilization...
- Immediate CT scan and transfer to neurosurgical unit...
- Order CT brain scan immediately upon stabilization...

**Clinical reasoning strengths:** differential diagnosis, evidence integration, appropriate uncertainty, urgency recognition",498,9,True,,0,0,0,0,0,0.0,0,,,,,,,,,
f1528c15-dcea-4afd-8191-47503ddca762,courtlistener-10292720,US,Emergency Medicine,diagnosis_delay_or_error,0,openrouter/qwen/qwen-2.5-72b-instruct,2,False,Contact lenses were left in place for two days,Immediate removal and ophthalmology consult,0,3,1.0,2026-01-20T13:56:22.041231,2026-01-20T13:57:20.939226,"**Legally defensible response.** You addressed the key clinical issues that the court identified as standard of care.

**Addressed (court-endorsed):**
- Immediate removal and ophthalmology consult...
- Immediate removal and treatment with antibiotics...
- Remove contact lenses immediately and consult ophthalmology...

**Clinical reasoning strengths:** differential diagnosis, evidence integration, appropriate uncertainty, urgency recognition",2453,10,True,,2,0,2,0,0,0.667,2,,,,,,,,,
2d24c03f-9d26-40ce-9468-5af228e0979a,nzlii-nzhpdt-2010-310-html,NZ,Orthopedics,referral_failure,0,gold/x-ai/grok-4.1-fast,2,False,Defendant entered patient into a prolonged chiropractic treatment plan,Referral to a neurosurgeon should have been made,0,3,1.0,2026-02-01T18:57:29.195051,2026-02-01T18:59:15.015796,"**Legally defensible response.** You addressed the key clinical issues that the court identified as standard of care.

**Addressed (court-endorsed):**
- Referral to a neurosurgeon should have been made...
- Referral to a neurosurgeon for surgical evaluation...
- Refer to a neurosurgeon for surgical evaluation...

**Clinical reasoning strengths:** differential diagnosis, evidence integration, appropriate uncertainty, urgency recognition",2300,7,True,,2,2,2,2,2,2.0,2,,,,,,,,,
c01a582c-9bd1-40c5-8519-a363557c2e99,courtlistener-10603711,US,Cardiology,surgical_technique_error,2,openai/gpt-4o,0,True,Defendant proceeded with cardiac catheterization only,Triple Rule Out protocol should have been implemented,3,0,0.5,2026-01-18T22:07:42.062456,2026-01-18T22:08:53.751321,"**Would likely not avoid malpractice finding.** Important clinical considerations identified by the court were not addressed.

**Missing (per court standard):**
- Triple Rule Out protocol should have been implemented...
- Triple Rule Out protocol should have been used to rule out pulmonary embolism...
- Implement Triple Rule Out protocol including CT angiogram...

**Clinical reasoning strengths:** evidence integration, urgency recognition",434,10,True,,0,2,2,0,2,1.333,0,,,,,,,,,
fc7b6153-9f86-465e-80f7-baec0b1cfd91,courtlistener-3126077,US,Orthopedics,diagnosis_delay_or_error,2,openrouter/anthropic/claude-3.5-haiku,0,True,Continued Remicade treatment,Remicade should have been discontinued,3,0,0.0,2026-02-01T09:13:20.720318,2026-02-01T09:13:34.623300,"**Would likely not avoid malpractice finding.** Important clinical considerations identified by the court were not addressed.

**Missing (per court standard):**
- Remicade should have been discontinued...
- Discontinue Remicade and explore alternative treatments...
- Discontinue Remicade due to risk of lupus-like syndrome...

**Reasoning note:** Consider explicitly discussing differential diagnosis and acknowledging clinical uncertainty.",482,5,True,,0,0,0,0,0,0.0,0,,,,,,,,,
121ea43c-ecb4-42dd-8103-62d25816806f,bailii-qb-2019-1508-html,UK,Infectious Disease,care_management_error,2,openrouter/meta-llama/llama-4-maverick,0,True,No action was taken after positive blood culture result,Patient should have been recalled for treatment,3,0,0.25,2026-01-18T10:40:03.485636,2026-01-18T10:41:44.133005,"**Would likely not avoid malpractice finding.** Important clinical considerations identified by the court were not addressed.

**Missing (per court standard):**
- Patient should have been recalled for treatment...
- Patient should have been recalled for immediate treatment...
- Recall patient to hospital for immediate treatment...

**Clinical reasoning strengths:** evidence integration",602,9,True,,0,0,0,0,0,0.0,0,,,,,,,,,
