run_id,case_id,llm_name,procedure_name,cpt_code,matched_description,similarity_score,match_confidence,negotiated_dollar,min_charge,max_charge
00994e6c-e6cb-45dd-b06d-0a29877f33f6,courtlistener-10686238,openai/gpt-5.2,blood cultures,88237,Tissue culture bone marrow,0.6154558658599854,medium,51.58,51.58,66.58
00994e6c-e6cb-45dd-b06d-0a29877f33f6,courtlistener-10686238,openai/gpt-5.2,chest X-ray,75756,Artery x-rays chest,0.8299977779388428,high,842.36,842.36,1087.46
00994e6c-e6cb-45dd-b06d-0a29877f33f6,courtlistener-10686238,openai/gpt-5.2,non-contrast CT head,70450,Computed Tomography head/brain without dye,0.7192878127098083,high,334.33,334.33,431.6
00994e6c-e6cb-45dd-b06d-0a29877f33f6,courtlistener-10686238,openai/gpt-5.2,EEG,95955,Electroencephalogram during surgery,0.6103442907333374,medium,179.14,179.14,231.27
00994e6c-e6cb-45dd-b06d-0a29877f33f6,courtlistener-10686238,openai/gpt-5.2,ECG,93042,Rhythm electrocardiogram report,0.6230446100234985,medium,19.96,19.96,25.77
00a32797-bd50-4efa-a0a5-ec15530ce879,courtlistener-5287759,openrouter/x-ai/grok-4.1-fast,electromyography,96003,Dynamic fine wire electromyography,0.767933189868927,high,332.64,332.64,429.42
00a32797-bd50-4efa-a0a5-ec15530ce879,courtlistener-5287759,openrouter/x-ai/grok-4.1-fast,nerve conduction studies,95907,Nerve conduction study 1-2 studies,0.797101616859436,high,332.64,332.64,429.42
00a32797-bd50-4efa-a0a5-ec15530ce879,courtlistener-5287759,openrouter/x-ai/grok-4.1-fast,MRI of the cervical spine,72240,Myelography cervical spine,0.6624763011932373,medium,323.17,323.17,417.2
00a32797-bd50-4efa-a0a5-ec15530ce879,courtlistener-5287759,openrouter/x-ai/grok-4.1-fast,MRI of the brachial plexus,77059,Magnetic Resonance Imaging both breasts,0.5343723297119141,medium,327.82,327.82,423.2
00a32797-bd50-4efa-a0a5-ec15530ce879,courtlistener-5287759,openrouter/x-ai/grok-4.1-fast,surgical consultation,88329,Pathology consultation during surgical procedure,0.6616657376289368,medium,29.47,29.47,38.05
00c4f4eb-b341-4774-887c-710556a511ad,bailii-qb-2022-637-html,openai/gpt-5.2,formal capacity assessment,94150,Vital capacity test,0.46938446164131165,low,55.17,55.17,71.22
00ceeb14-3f25-456c-92a5-4a416e25d973,courtliste-10622125-courtney-v-durrani,gold/x-ai/grok-4.1-fast,lumbar MRI,72149,Magnetic Resonance Imaging lumbar spine with dye,0.7526836395263672,high,327.82,327.82,423.2
00ceeb14-3f25-456c-92a5-4a416e25d973,courtliste-10622125-courtney-v-durrani,gold/x-ai/grok-4.1-fast,electromyography,96003,Dynamic fine wire electromyography,0.7679331302642822,high,332.64,332.64,429.42
00ceeb14-3f25-456c-92a5-4a416e25d973,courtliste-10622125-courtney-v-durrani,gold/x-ai/grok-4.1-fast,nerve conduction studies,95907,Nerve conduction study 1-2 studies,0.7971014976501465,high,332.64,332.64,429.42
00ceeb14-3f25-456c-92a5-4a416e25d973,courtliste-10622125-courtney-v-durrani,gold/x-ai/grok-4.1-fast,plain X-rays (flexion/extension views),77071,X-ray stress view,0.6042001247406006,medium,73.72,73.72,95.17
00ceeb14-3f25-456c-92a5-4a416e25d973,courtliste-10622125-courtney-v-durrani,gold/x-ai/grok-4.1-fast,surgical consultation,88329,Pathology consultation during surgical procedure,0.661665678024292,medium,29.47,29.47,38.05
00ceeb14-3f25-456c-92a5-4a416e25d973,courtliste-10622125-courtney-v-durrani,gold/x-ai/grok-4.1-fast,gastroenterology consultation,78262,Gastroesophageal reflux examination,0.5262463092803955,medium,264.37,264.37,341.29
00e46d2e-0900-46f1-be5e-d3e92715be02,courtlistener-4493098,openrouter/meta-llama/llama-4-scout,complete blood count,85027,Complete complete blood count automated,0.73105388879776,high,7.2,7.2,9.3
00e46d2e-0900-46f1-be5e-d3e92715be02,courtlistener-4493098,openrouter/meta-llama/llama-4-scout,blood chemistry tests,82435,Assay of blood chloride,0.6590946912765503,medium,9.98,9.98,12.88
00e46d2e-0900-46f1-be5e-d3e92715be02,courtlistener-4493098,openrouter/meta-llama/llama-4-scout,abdominal ultrasound,76700,Ultrasound examination abdomen complete,0.7513841390609741,high,127.6,127.6,164.71
00e46d2e-0900-46f1-be5e-d3e92715be02,courtlistener-4493098,openrouter/meta-llama/llama-4-scout,surgical consultation,88329,Pathology consultation during surgical procedure,0.6616657376289368,medium,29.47,29.47,38.05
00eeb500-83c3-42c8-a940-2a00b61fea31,courtlistener-10005699,openrouter/anthropic/claude-3.5-haiku,Complete Blood Count,85027,Complete complete blood count automated,0.73105388879776,high,7.2,7.2,9.3
00eeb500-83c3-42c8-a940-2a00b61fea31,courtlistener-10005699,openrouter/anthropic/claude-3.5-haiku,Erythrocyte Sedimentation Rate,85651,Red blood cell sedimentation rate nonautomated,0.6550960540771484,medium,7.2,7.2,9.3
00eeb500-83c3-42c8-a940-2a00b61fea31,courtlistener-10005699,openrouter/anthropic/claude-3.5-haiku,C-Reactive Protein,86140,C-reactive protein,0.9677881002426147,high,19.59,19.59,25.29
00eeb500-83c3-42c8-a940-2a00b61fea31,courtlistener-10005699,openrouter/anthropic/claude-3.5-haiku,Rheumatoid Factor,86431,Rheumatoid factor quantitative,0.8701764345169067,high,19.59,19.59,25.29
00eeb500-83c3-42c8-a940-2a00b61fea31,courtlistener-10005699,openrouter/anthropic/claude-3.5-haiku,Anti-Cyclic Citrullinated Peptide antibody test,86200,Cyclic citrullinated peptide antibody,0.800477147102356,high,19.59,19.59,25.29
00eeb500-83c3-42c8-a940-2a00b61fea31,courtlistener-10005699,openrouter/anthropic/claude-3.5-haiku,Antinuclear Antibody test,86038,Antinuclear antibodies,0.8388027548789978,high,19.59,19.59,25.29
00eeb500-83c3-42c8-a940-2a00b61fea31,courtlistener-10005699,openrouter/anthropic/claude-3.5-haiku,Thyroid Function Tests,84442,Assay of thyroid stimulating hormone activity,0.7378379106521606,high,18.68,18.68,24.12
00eeb500-83c3-42c8-a940-2a00b61fea31,courtlistener-10005699,openrouter/anthropic/claude-3.5-haiku,Comprehensive Metabolic Panel,80053,Comprehensive metabolic panel,0.9577140808105469,high,16.7,16.7,21.56
00eeb500-83c3-42c8-a940-2a00b61fea31,courtlistener-10005699,openrouter/anthropic/claude-3.5-haiku,rheumatology consultation,86430,Rheumatoid factor test qualitative,0.5694229602813721,medium,19.59,19.59,25.29
0101c788-6e59-47c0-bb0a-b6920141b930,courtlistener-4895984,openrouter/mistralai/mistral-large,ultrasound Doppler,93320,Doppler echocardiogram examination heart,0.7337708473205566,high,300.03,300.03,387.33
0101c788-6e59-47c0-bb0a-b6920141b930,courtlistener-4895984,openrouter/mistralai/mistral-large,blood work,78122,Blood volume,0.5045509338378906,medium,754.6,754.6,974.16
0101c788-6e59-47c0-bb0a-b6920141b930,courtlistener-4895984,openrouter/mistralai/mistral-large,MRI,77059,Magnetic Resonance Imaging both breasts,0.6871703863143921,medium,327.82,327.82,423.2
0105dbab-746f-4ebd-b0c2-c47184ed51d2,courtlistener-10664573,openrouter/x-ai/grok-4.1-fast,Duplex ultrasound of the lower extremity,76882,Ultrasound limited joint/fascial evaluation non-vascular extremity,0.6230671405792236,medium,82.96,82.96,107.1
0105dbab-746f-4ebd-b0c2-c47184ed51d2,courtlistener-10664573,openrouter/x-ai/grok-4.1-fast,D-dimer blood test,82373,Assay calcium-vitamin D transfer measure,0.5235063433647156,medium,15.4,15.4,19.89
0105dbab-746f-4ebd-b0c2-c47184ed51d2,courtlistener-10664573,openrouter/x-ai/grok-4.1-fast,Complete blood count (CBC),85027,Complete complete blood count automated,0.8624531030654907,high,7.2,7.2,9.3
0105dbab-746f-4ebd-b0c2-c47184ed51d2,courtlistener-10664573,openrouter/x-ai/grok-4.1-fast,C-reactive protein (CRP) and erythrocyte sedimentation rate (ESR),86140,C-reactive protein,0.5658560991287231,medium,19.59,19.59,25.29
0105dbab-746f-4ebd-b0c2-c47184ed51d2,courtlistener-10664573,openrouter/x-ai/grok-4.1-fast,Prothrombin time/international normalized ratio (PT/INR),85610,Prothrombin time,0.7591783404350281,high,8.24,8.24,10.65
0105dbab-746f-4ebd-b0c2-c47184ed51d2,courtlistener-10664573,openrouter/x-ai/grok-4.1-fast,Renal function tests,78725,Kidney function study,0.8203667402267456,high,264.37,264.37,341.29
0105dbab-746f-4ebd-b0c2-c47184ed51d2,courtlistener-10664573,openrouter/x-ai/grok-4.1-fast,vascular surgery consultation,43401,Esophagus surgery for veins',0.635887622833252,medium,2679.84,2679.84,3459.58
0105dbab-746f-4ebd-b0c2-c47184ed51d2,courtlistener-10664573,openrouter/x-ai/grok-4.1-fast,hematology consultation,85014,Hematocrit,0.689699649810791,medium,7.2,7.2,9.3
010af044-5dc8-4aae-9901-2eab27927e0c,courtliste-10750826-virginia-dodson-stephens-v-metropolitan-gove,openrouter/anthropic/claude-sonnet-4,MRI of the complete spine,72142,MRI neck spine with dye,0.6471236944198608,medium,327.82,327.82,423.2
010af044-5dc8-4aae-9901-2eab27927e0c,courtliste-10750826-virginia-dodson-stephens-v-metropolitan-gove,openrouter/anthropic/claude-sonnet-4,CT scan of the spine,61783,Scan procedure spinal,0.7026185989379883,high,3236.92,3236.92,4178.76
010af044-5dc8-4aae-9901-2eab27927e0c,courtliste-10750826-virginia-dodson-stephens-v-metropolitan-gove,openrouter/anthropic/claude-sonnet-4,neurological function tests,95958,Electroencephalogram monitoring/function test,0.6544857025146484,medium,179.14,179.14,231.27
010af044-5dc8-4aae-9901-2eab27927e0c,courtliste-10750826-virginia-dodson-stephens-v-metropolitan-gove,openrouter/anthropic/claude-sonnet-4,neurosurgery consultation,76140,X-ray consultation,0.597419023513794,medium,73.72,73.72,95.17
010af044-5dc8-4aae-9901-2eab27927e0c,courtliste-10750826-virginia-dodson-stephens-v-metropolitan-gove,openrouter/anthropic/claude-sonnet-4,rehabilitation medicine consultation,99251,Inpatient consultation,0.5690081119537354,medium,58.36,58.36,75.34
010af044-5dc8-4aae-9901-2eab27927e0c,courtliste-10750826-virginia-dodson-stephens-v-metropolitan-gove,openrouter/anthropic/claude-sonnet-4,psychiatry consultation,99251,Inpatient consultation,0.6798883676528931,medium,58.36,58.36,75.34
0125435b-d44d-45c9-81f2-fd85a52533d0,bailii-qb-2021-2332-html,openrouter/mistralai/mistral-large,brain imaging,78609,Brain imaging (positron emission tomography),0.7021563053131104,high,993.96,993.96,1283.17
0125435b-d44d-45c9-81f2-fd85a52533d0,bailii-qb-2021-2332-html,openrouter/mistralai/mistral-large,carotid Doppler ultrasound,93320,Doppler echocardiogram examination heart,0.5912020206451416,medium,300.03,300.03,387.33
0125435b-d44d-45c9-81f2-fd85a52533d0,bailii-qb-2021-2332-html,openrouter/mistralai/mistral-large,blood tests,85002,Bleeding time test,0.6273415088653564,medium,8.24,8.24,10.65
0125435b-d44d-45c9-81f2-fd85a52533d0,bailii-qb-2021-2332-html,openrouter/mistralai/mistral-large,ECG,93042,Rhythm electrocardiogram report,0.6230446100234985,medium,19.96,19.96,25.77
0125435b-d44d-45c9-81f2-fd85a52533d0,bailii-qb-2021-2332-html,openrouter/mistralai/mistral-large,neurology consultation,76140,X-ray consultation,0.598544180393219,medium,73.72,73.72,95.17
012f895d-44ea-4e6c-8f3b-f59996f652db,courtlistener-10717133,openai/gpt-4o,electrocardiogram,93010,Electrocardiogram report,0.8405609130859375,high,19.96,19.96,25.77
012f895d-44ea-4e6c-8f3b-f59996f652db,courtlistener-10717133,openai/gpt-4o,blood tests,85002,Bleeding time test,0.6273415088653564,medium,8.24,8.24,10.65
013ef2be-6133-40b4-abe9-2a3aab7bae1e,bailii-qb-2021-2989-html,openrouter/meta-llama/llama-4-scout,MRI scan of the brain,70557,Magnetic Resonance Imaging brain without dye,0.6390739679336548,medium,216.93,216.93,280.05
013ef2be-6133-40b4-abe9-2a3aab7bae1e,bailii-qb-2021-2989-html,openrouter/meta-llama/llama-4-scout,EEG,95955,Electroencephalogram during surgery,0.6103442907333374,medium,179.14,179.14,231.27
013ef2be-6133-40b4-abe9-2a3aab7bae1e,bailii-qb-2021-2989-html,openrouter/meta-llama/llama-4-scout,blood work,78122,Blood volume,0.5045509338378906,medium,754.6,754.6,974.16
013ef2be-6133-40b4-abe9-2a3aab7bae1e,bailii-qb-2021-2989-html,openrouter/meta-llama/llama-4-scout,lumbar puncture,635,Anesthesia lumbar puncture,0.7719441652297974,high,,,
013ef2be-6133-40b4-abe9-2a3aab7bae1e,bailii-qb-2021-2989-html,openrouter/meta-llama/llama-4-scout,pediatric neurology consultation,90887,Consultation with family,0.49341797828674316,low,118.24,118.24,152.64
0157cfa2-dd1b-4eaa-aada-258e411933e9,courtliste-10771603-damiani-v-wsnch-n-inc,openrouter/anthropic/claude-sonnet-4,intravenous fluid replacement,67025,Replace eye fluid,0.5673686861991882,medium,341.38,341.38,440.71
015dff26-4238-4be4-9635-d2a41ac5bbe2,bailii-qb-2020-3506-html,openrouter/qwen/qwen3-30b-a3b,neurosurgery consultation,76140,X-ray consultation,0.597419023513794,medium,73.72,73.72,95.17
015dff26-4238-4be4-9635-d2a41ac5bbe2,bailii-qb-2020-3506-html,openrouter/qwen/qwen3-30b-a3b,urology consultation,53200,Biopsy of urethra,0.5992765426635742,medium,1793.21,1793.21,2314.98
015dff26-4238-4be4-9635-d2a41ac5bbe2,bailii-qb-2020-3506-html,openrouter/qwen/qwen3-30b-a3b,gastroenterology consultation,78262,Gastroesophageal reflux examination,0.5262463688850403,medium,264.37,264.37,341.29
016ebb14-a329-45b0-9452-34af950d5e20,nzlii-nzhc-2019-1581-html,openrouter/meta-llama/llama-4-scout,Chest X-ray,75756,Artery x-rays chest,0.829997718334198,high,842.36,842.36,1087.46
016ebb14-a329-45b0-9452-34af950d5e20,nzlii-nzhc-2019-1581-html,openrouter/meta-llama/llama-4-scout,Mantoux test,95832,Hand muscle testing manual,0.5180578231811523,medium,28.5,28.5,36.79
016ebb14-a329-45b0-9452-34af950d5e20,nzlii-nzhc-2019-1581-html,openrouter/meta-llama/llama-4-scout,Complete Blood Count,85027,Complete complete blood count automated,0.7310539484024048,high,7.2,7.2,9.3
016ebb14-a329-45b0-9452-34af950d5e20,nzlii-nzhc-2019-1581-html,openrouter/meta-llama/llama-4-scout,Blood Culture,88237,Tissue culture bone marrow,0.606230616569519,medium,51.58,51.58,66.58
017531ff-e070-4fbd-891c-3794546b7bdc,courtlistener-4870456,openrouter/meta-llama/llama-4-scout,CT scan of abdomen,74177,CT abdomen and pelvis with contrast,0.7112776041030884,high,334.33,334.33,431.6
017531ff-e070-4fbd-891c-3794546b7bdc,courtlistener-4870456,openrouter/meta-llama/llama-4-scout,gastroenterology consultation,78262,Gastroesophageal reflux examination,0.5262464880943298,medium,264.37,264.37,341.29
0195c189-5e17-4101-8599-0922e033679a,bailii-ewhc-2017-2990,openrouter/deepseek/deepseek-r1,Factor VIII activity level,85247,Clot factor eight multimetric,0.5869626998901367,medium,39.92,39.92,51.54
0195c189-5e17-4101-8599-0922e033679a,bailii-ewhc-2017-2990,openrouter/deepseek/deepseek-r1,Factor IX activity level,83528,Assay of intrinsic factor,0.5001915097236633,medium,15.4,15.4,19.89
0198e54e-0222-42a9-ac0b-906e0e6e9feb,courtlistener-4724738,openrouter/deepseek/deepseek-r1,upper endoscopy,50551,Kidney endoscopy,0.6689999103546143,medium,1797.79,1797.79,2320.89
0198e54e-0222-42a9-ac0b-906e0e6e9feb,courtlistener-4724738,openrouter/deepseek/deepseek-r1,blood tests,85002,Bleeding time test,0.6273415088653564,medium,8.24,8.24,10.65
0198e54e-0222-42a9-ac0b-906e0e6e9feb,courtlistener-4724738,openrouter/deepseek/deepseek-r1,intravenous thiamine,84430,Assay of thiocyanate,0.5245835185050964,medium,13.77,13.77,17.77
0198e54e-0222-42a9-ac0b-906e0e6e9feb,courtlistener-4724738,openrouter/deepseek/deepseek-r1,neurological evaluation,95978,Analyze neurostimulator brain/1 hour,0.585661768913269,medium,78.66,78.66,101.55
0198e54e-0222-42a9-ac0b-906e0e6e9feb,courtlistener-4724738,openrouter/deepseek/deepseek-r1,dietitian consultation,90887,Consultation with family,0.5654057264328003,medium,118.24,118.24,152.64
01a602a2-8dd8-46c9-956a-a5a9b56d8740,bailii-qb-2020-1415-html,openai/gpt-5.2,12-lead ECG,93042,Rhythm electrocardiogram report,0.5782039165496826,medium,19.96,19.96,25.77
01a602a2-8dd8-46c9-956a-a5a9b56d8740,bailii-qb-2020-1415-html,openai/gpt-5.2,cardiac troponin blood tests,84484,Assay of troponin quantitative,0.6760468482971191,medium,15.4,15.4,19.89
01a602a2-8dd8-46c9-956a-a5a9b56d8740,bailii-qb-2020-1415-html,openai/gpt-5.2,full blood count,85027,Complete complete blood count automated,0.6021251678466797,medium,7.2,7.2,9.3
01a602a2-8dd8-46c9-956a-a5a9b56d8740,bailii-qb-2020-1415-html,openai/gpt-5.2,urea & electrolytes/creatinine,82570,Assay of urine creatinine,0.5787172317504883,medium,9.98,9.98,12.88
01a602a2-8dd8-46c9-956a-a5a9b56d8740,bailii-qb-2020-1415-html,openai/gpt-5.2,liver function tests,78201,Liver imaging,0.6417270302772522,medium,754.6,754.6,974.16
01a602a2-8dd8-46c9-956a-a5a9b56d8740,bailii-qb-2020-1415-html,openai/gpt-5.2,glucose/HbA1c,81259,Hemoglobin A1 / Hemoglobin A2 full gene sequence,0.5685319304466248,medium,146.99,146.99,189.76
01a602a2-8dd8-46c9-956a-a5a9b56d8740,bailii-qb-2020-1415-html,openai/gpt-5.2,lipid profile,80061,Lipid panel,0.6541627645492554,medium,16.7,16.7,21.56
01a602a2-8dd8-46c9-956a-a5a9b56d8740,bailii-qb-2020-1415-html,openai/gpt-5.2,coagulation profile,85347,Coagulation time activated,0.7030046582221985,high,8.24,8.24,10.65
01a602a2-8dd8-46c9-956a-a5a9b56d8740,bailii-qb-2020-1415-html,openai/gpt-5.2,chest X-ray,75756,Artery x-rays chest,0.8299976587295532,high,842.36,842.36,1087.46
